Category,Rating,Rating Count,Installs,Free,Price,Minimum Android,Content Rating,Ad Supported,In App Purchases,Editors Choice,Name Length,Size in MB,App Age,Last Update Age
Tools,3.5,3409.0,1781266.0,True,0.0,4,Everyone,True,True,False,18.0,1.6,984.0,37.0
Lifestyle,4.1,159.0,68630.0,True,0.0,4,Everyone,True,False,False,27.0,2.8,2134.0,2134.0
Finance,4.9,27.0,1294.0,True,0.0,6,Everyone,False,False,False,29.0,36.0,377.0,377.0
Productivity,3.9,7.0,981.0,True,0.0,4,Everyone,True,False,False,14.0,4.9,1937.0,663.0
Arcade,4.8,118.0,3479.0,True,0.0,4,Everyone,False,False,False,18.0,25.0,1449.0,918.0
Finance,4.5,41.0,19556.0,True,0.0,6,Everyone,False,False,False,42.0,23.0,170.0,6.0
Lifestyle,3.3,42.0,4191.0,True,0.0,4,Everyone,False,False,False,40.0,37.0,1117.0,357.0
Books & Reference,4.8,459.0,61097.0,True,0.0,2,Teen,True,False,False,29.0,2.8,3352.0,2326.0
Personalization,4.3,101.0,13095.0,True,0.0,4,Everyone,True,False,False,16.0,8.3,570.0,7.0
Tools,2.4,221.0,80128.0,True,0.0,4,Everyone,True,False,False,30.0,1.5,2255.0,509.0
Tools,3.9,301.0,51367.0,True,0.0,1,Everyone,False,False,False,13.0,0.115234375,3816.0,1585.0
Books & Reference,4.4,9.0,1593.0,True,0.0,5,Everyone,True,False,False,14.0,16.0,558.0,558.0
Casual,5.0,6.0,293.0,True,0.0,4,Everyone,False,False,False,13.0,6.5,658.0,529.0
Entertainment,4.2,73.0,8899.0,True,0.0,4,Everyone,True,False,False,49.0,4.9,745.0,589.0
Communication,4.6,59.0,6882.0,True,0.0,2,Everyone,False,False,False,14.0,2.2,2608.0,2405.0
Social,2.8,9.0,634.0,True,0.0,4,Teen,False,False,False,7.0,24.0,1579.0,1345.0
Education,4.5,136.0,87271.0,True,0.0,4,Everyone,True,False,False,12.0,12.0,1410.0,1387.0
Photography,3.1,14.0,716.0,False,4.99,6,Everyone,False,False,False,26.0,1.8,662.0,433.0
Social,5.0,44.0,1262.0,True,0.0,5,Teen,False,False,False,8.0,15.0,775.0,41.0
Maps & Navigation,3.8,420.0,19861.0,True,0.0,5,Everyone,False,False,False,19.0,70.0,1784.0,372.0
Lifestyle,4.1,19.0,1797.0,True,0.0,5,Everyone,False,False,False,10.0,33.0,108.0,91.0
Entertainment,4.7,55.0,25149.0,True,0.0,4,Everyone,True,False,False,26.0,4.8,1224.0,496.0
Entertainment,4.2,12.0,1530.0,True,0.0,4,Everyone,True,False,False,40.0,30.0,56.0,55.0
Lifestyle,3.1,29.0,1438.0,True,0.0,5,Everyone,False,False,False,11.0,66.0,2591.0,141.0
Dating,3.1,1663.0,383457.0,True,0.0,5,Mature 17+,False,True,False,23.0,35.0,4060.0,10.0
Action,4.1,345.0,172521.0,True,0.0,4,Everyone 10+,True,False,False,24.0,56.0,1567.0,1253.0
Education,5.0,6.0,438.0,True,0.0,3,Everyone,True,False,False,20.0,4.4,1543.0,1541.0
Role Playing,2.8,32.0,1829.0,True,0.0,4,Teen,False,False,False,18.0,1.5,1489.0,1474.0
Tools,4.3,38517.0,3185352.0,True,0.0,4,Everyone,True,False,False,19.0,11.0,2700.0,429.0
Travel & Local,3.4,140.0,55537.0,True,0.0,8,Everyone,False,False,False,24.0,295.0,2106.0,182.0
Entertainment,3.7,39.0,16698.0,True,0.0,5,Teen,True,False,False,33.0,28.0,179.0,116.0
Photography,4.9,29.0,1397.0,True,0.0,4,Everyone,False,False,False,16.0,15.0,1942.0,491.0
Lifestyle,4.7,65.0,21553.0,True,0.0,4,Everyone,True,False,False,27.0,5.3,840.0,252.0
Books & Reference,3.2,18.0,6740.0,True,0.0,4,Everyone,True,False,False,26.0,21.0,1145.0,647.0
News & Magazines,4.7,14.0,55479.0,True,0.0,4,Everyone,True,False,False,8.0,9.0,1285.0,38.0
Music & Audio,3.2,106.0,130787.0,True,0.0,4,Everyone,True,False,False,20.0,9.2,1256.0,1211.0
Education,4.7,30.0,570.0,True,0.0,4,Everyone,True,False,False,26.0,37.0,816.0,7.0
Simulation,4.0,251.0,4674.0,True,0.0,7,Everyone,True,True,False,24.0,56.0,1034.0,192.0
Entertainment,3.6,428.0,11761.0,True,0.0,4,Everyone,True,False,False,43.0,18.0,715.0,715.0
Health & Fitness,3.3,70.0,32874.0,True,0.0,4,Teen,False,True,False,50.0,85.0,2343.0,364.0
Food & Drink,5.0,6.0,955.0,True,0.0,4,Everyone,False,False,False,25.0,14.0,556.0,365.0
Productivity,3.7,7.0,676.0,True,0.0,4,Everyone,False,False,False,8.0,0.49609375,644.0,644.0
Medical,4.1,15.0,910.0,True,0.0,4,Everyone,False,False,False,22.0,14.0,2482.0,1178.0
Education,4.9,14.0,7962.0,True,0.0,5,Everyone,True,False,False,28.0,27.0,1398.0,364.0
Tools,4.0,2294.0,487583.0,True,0.0,2,Everyone,True,False,False,20.0,5.6,2591.0,827.0
Casual,4.5,15.0,386.0,True,0.0,2,Everyone,True,False,False,12.0,19.0,2528.0,2522.0
Photography,3.8,129.0,45889.0,True,0.0,4,Everyone,True,False,False,46.0,5.1,1207.0,46.0
Events,3.9,39.0,13437.0,True,0.0,4,Everyone,False,False,False,24.0,2.1,1883.0,1715.0
Casual,4.0,16.0,1934.0,True,0.0,2,Everyone,False,False,False,4.0,9.0,1822.0,1822.0
Casual,4.2,999.0,59529.0,True,0.0,4,Everyone,True,True,False,25.0,26.0,1372.0,1134.0
Lifestyle,4.6,11.0,2807.0,True,0.0,4,Everyone,True,False,False,25.0,9.4,1489.0,673.0
Libraries & Demo,3.9,8.0,1411.0,True,0.0,5,Everyone,False,False,False,24.0,5.5,316.0,316.0
Business,3.8,6.0,443.0,True,0.0,4,Everyone,False,False,False,26.0,11.0,352.0,217.0
Lifestyle,4.3,12.0,342.0,True,0.0,4,Everyone,False,False,False,12.0,3.5,2672.0,2309.0
Entertainment,4.1,14.0,820.0,True,0.0,4,Everyone,False,False,False,12.0,20.0,566.0,546.0
Shopping,3.8,8.0,854.0,True,0.0,4,Everyone,False,False,False,8.0,13.0,1590.0,1251.0
Social,4.3,11.0,3507.0,True,0.0,4,Everyone,True,False,False,41.0,8.6,530.0,529.0
Tools,2.4,71.0,23718.0,True,0.0,2,Everyone,True,False,False,24.0,2.7,337.0,268.0
Educational,4.5,96.0,11275.0,True,0.0,4,Everyone,True,True,False,24.0,79.0,1326.0,1270.0
Sports,4.6,1989.0,117647.0,True,0.0,4,Everyone,True,True,False,23.0,7.1,1600.0,192.0
Art & Design,4.2,71.0,5699.0,True,0.0,4,Everyone,False,False,False,34.0,1.6,1394.0,787.0
Casual,3.8,45.0,55887.0,True,0.0,4,Everyone,True,False,False,18.0,62.0,223.0,161.0
Entertainment,4.0,113.0,27886.0,True,0.0,4,Everyone,True,False,False,18.0,1.8,2433.0,990.0
Shopping,4.6,10.0,154.0,True,0.0,4,Everyone,False,False,False,26.0,3.7,830.0,830.0
Casual,3.8,32.0,2368.0,True,0.0,2,Everyone,False,True,False,20.0,9.5,2236.0,1618.0
Social,3.6,5292.0,1007395.0,True,0.0,4,Mature 17+,False,False,False,47.0,10.0,2056.0,112.0
Travel & Local,4.3,6.0,819.0,True,0.0,4,Everyone,True,True,False,21.0,3.6,949.0,562.0
Communication,3.8,6.0,528.0,True,0.0,4,Everyone,False,False,False,14.0,0.1337890625,2476.0,1056.0
Food & Drink,3.9,16.0,7469.0,True,0.0,4,Everyone,False,False,False,28.0,34.0,452.0,208.0
Books & Reference,4.1,68.0,22449.0,True,0.0,4,Everyone,False,False,False,18.0,5.1,930.0,199.0
Education,5.0,59.0,1620.0,True,0.0,4,Everyone,False,False,False,7.0,5.4,1019.0,1009.0
Travel & Local,3.3,140.0,24766.0,True,0.0,4,Everyone,False,False,False,9.0,8.5,2354.0,2.0
Business,2.8,13.0,6852.0,True,0.0,4,Everyone,False,False,False,6.0,4.5,2415.0,594.0
Tools,3.8,138.0,49471.0,True,0.0,4,Everyone,True,False,False,25.0,2.7,1467.0,505.0
Entertainment,4.8,98.0,5845.0,True,0.0,4,Everyone,False,False,False,24.0,3.6,1612.0,959.0
Finance,4.0,5057.0,231625.0,True,0.0,4,Everyone,False,False,False,21.0,14.0,592.0,592.0
Tools,3.7,1066.0,141153.0,True,0.0,4,Everyone,True,False,False,27.0,4.5,1686.0,562.0
Puzzle,2.8,158.0,54798.0,True,0.0,5,Everyone,True,True,False,24.0,23.0,1030.0,647.0
News & Magazines,4.1,112.0,50111.0,True,0.0,4,Everyone,True,False,False,18.0,2.4,789.0,766.0
Education,4.5,4146.0,280609.0,True,0.0,4,Everyone,True,False,False,28.0,20.0,1998.0,242.0
Finance,3.4,5.0,2085.0,True,0.0,4,Everyone,True,False,False,25.0,4.2,1633.0,381.0
Tools,3.8,40.0,10333.0,True,0.0,5,Everyone,True,True,False,45.0,5.5,837.0,408.0
Music & Audio,5.0,6.0,227.0,True,0.0,2,Everyone,True,False,False,16.0,29.0,1636.0,1226.0
Puzzle,3.0,15.0,741.0,True,0.0,4,Everyone,True,False,False,12.0,41.0,597.0,596.0
Entertainment,3.3,24.0,9252.0,True,0.0,4,Everyone,True,False,False,28.0,9.2,162.0,162.0
Education,4.8,38.0,8353.0,False,1.69,4,Everyone,False,False,False,39.0,7.5,2112.0,43.0
Maps & Navigation,4.7,13.0,2059.0,True,0.0,4,Everyone,False,False,False,8.0,11.0,596.0,39.0
Music & Audio,4.4,5.0,1012.0,True,0.0,4,Everyone,True,False,False,29.0,23.0,528.0,495.0
Trivia,4.3,177718.0,38238612.0,True,0.0,4,Everyone,True,False,False,49.0,31.0,754.0,5.0
Communication,4.3,7.0,1449.0,True,0.0,6,Everyone,False,False,False,26.0,20.0,1911.0,8.0
Entertainment,3.7,91.0,24773.0,True,0.0,4,Everyone,True,False,False,18.0,3.4,2549.0,1255.0
Casual,4.3,44349.0,4857342.0,True,0.0,5,Everyone,True,True,False,26.0,51.0,1152.0,32.0
Productivity,3.0,10.0,1900.0,True,0.0,5,Everyone,False,False,False,5.0,30.0,602.0,340.0
Education,4.6,9.0,925.0,True,0.0,4,Everyone,False,False,False,22.0,29.0,2573.0,508.0
Parenting,4.5,24.0,13608.0,True,0.0,5,Everyone,True,False,False,44.0,55.0,569.0,103.0
Music & Audio,4.9,12214.0,119993.0,True,0.0,5,Everyone,False,False,False,14.0,12.0,1443.0,97.0
Productivity,5.0,12.0,277.0,True,0.0,4,Teen,False,False,False,13.0,29.0,1007.0,692.0
Arcade,5.0,6.0,7.0,True,0.0,4,Everyone,True,False,False,14.0,10.0,11.0,5.0
Education,4.8,6.0,65.0,True,0.0,5,Everyone,True,False,False,29.0,43.0,93.0,93.0
Libraries & Demo,4.2,4983.0,1183255.0,True,0.0,2,Everyone,False,False,False,27.0,2.2,4049.0,391.0
Tools,4.3,23.0,2294.0,True,0.0,4,Everyone,True,False,False,16.0,8.3,1745.0,1740.0
Tools,3.4,16.0,4477.0,True,0.0,4,Everyone,True,False,False,49.0,12.0,775.0,775.0
Education,3.7,30.0,20435.0,True,0.0,2,Everyone,True,False,False,24.0,2.3,1878.0,1878.0
Personalization,4.4,35.0,985.0,True,0.0,4,Everyone,True,False,False,19.0,21.0,520.0,110.0
Health & Fitness,1.8,5.0,2476.0,True,0.0,4,Everyone,False,False,False,9.0,5.0,1701.0,1173.0
Entertainment,4.1,1901.0,1360543.0,True,0.0,4,Everyone,True,True,False,45.0,9.6,313.0,141.0
Personalization,3.4,16.0,5711.0,True,0.0,4,Everyone,True,False,False,35.0,7.2,129.0,128.0
Dating,4.3,31.0,14467.0,True,0.0,4,Mature 17+,True,False,False,37.0,16.0,190.0,37.0
Lifestyle,4.5,8.0,1133.0,True,0.0,5,Everyone,False,False,False,23.0,38.0,1720.0,244.0
Music & Audio,4.3,22.0,2071.0,True,0.0,4,Teen,True,False,False,18.0,4.4,996.0,996.0
Arcade,3.4,5.0,201.0,True,0.0,4,Everyone,True,False,False,9.0,2.3,646.0,646.0
Education,5.0,5.0,643.0,True,0.0,5,Everyone,False,False,False,9.0,3.8,602.0,597.0
Video Players & Editors,4.0,71.0,51518.0,True,0.0,5,Everyone,True,False,False,44.0,9.6,216.0,52.0
Tools,4.7,19.0,582.0,True,0.0,4,Everyone,True,False,False,12.0,2.2,874.0,874.0
Action,3.2,113.0,68388.0,True,0.0,4,Everyone,True,False,False,10.0,4.7,1559.0,731.0
Business,4.2,204.0,39710.0,True,0.0,5,Everyone,False,False,False,4.0,53.0,1012.0,7.0
Books & Reference,4.8,119.0,3371.0,True,0.0,4,Everyone,True,False,False,9.0,12.0,1146.0,106.0
Personalization,4.7,183.0,20186.0,True,0.0,4,Everyone,True,False,False,30.0,3.3,113.0,112.0
Lifestyle,3.9,90.0,22808.0,True,0.0,4,Everyone,True,False,False,27.0,4.7,2051.0,1565.0
Casual,4.2,57.0,4770.0,True,0.0,4,Everyone,True,False,False,21.0,3.8,1305.0,962.0
Education,4.6,7.0,2721.0,True,0.0,4,Everyone,True,False,False,26.0,4.2,519.0,450.0
Books & Reference,4.8,10.0,815.0,True,0.0,2,Everyone,True,False,False,9.0,4.2,206.0,206.0
Board,5.0,5.0,18.0,True,0.0,4,Everyone,False,False,False,11.0,4.9,1585.0,1580.0
Health & Fitness,3.9,24.0,14675.0,True,0.0,5,Everyone,True,False,False,49.0,14.0,332.0,410.0
Education,3.7,78.0,53392.0,True,0.0,4,Everyone,True,False,False,26.0,2.3,566.0,120.0
Entertainment,3.8,780.0,163110.0,True,0.0,4,Mature 17+,True,False,False,6.0,3.6,1975.0,1421.0
Shopping,5.0,9.0,1524.0,True,0.0,4,Everyone,False,False,False,12.0,12.0,393.0,160.0
Shopping,4.7,4513.0,73943.0,True,0.0,5,Everyone,False,False,False,30.0,33.0,1063.0,62.0
Lifestyle,4.8,42.0,7128.0,True,0.0,4,Everyone,False,False,False,14.0,5.0,1859.0,127.0
Education,4.1,16.0,4250.0,True,0.0,4,Everyone,False,False,False,35.0,14.0,1376.0,272.0
Lifestyle,2.2,95.0,8953.0,True,0.0,4,Everyone,False,False,False,17.0,16.0,886.0,391.0
Personalization,4.3,39.0,2092.0,False,1.99,2,Everyone,False,False,False,24.0,0.6123046875,3785.0,2769.0
Education,4.3,73.0,6064.0,True,0.0,4,Everyone,True,False,False,49.0,3.1,371.0,44.0
Music & Audio,4.5,45.0,14046.0,True,0.0,5,Everyone,True,False,False,28.0,41.0,783.0,19.0
Sports,3.5,6.0,2116.0,True,0.0,6,Everyone,True,False,False,30.0,78.0,657.0,21.0
Business,3.5,8.0,299.0,True,0.0,4,Everyone,False,False,False,8.0,4.2,2561.0,502.0
Travel & Local,1.6,27.0,946.0,True,0.0,5,Everyone,False,False,False,6.0,8.6,1645.0,206.0
Education,3.8,102.0,35387.0,True,0.0,4,Everyone,False,False,False,30.0,21.0,1916.0,1916.0
Finance,3.0,41.0,10662.0,True,0.0,4,Everyone,False,False,False,18.0,1.7,540.0,448.0
Medical,4.3,33.0,16641.0,True,0.0,5,Everyone,False,False,False,10.0,30.0,245.0,49.0
Communication,4.0,48.0,7232.0,True,0.0,4,Everyone,True,True,False,43.0,18.0,440.0,100.0
Tools,4.6,10.0,521.0,True,0.0,4,Everyone,True,False,False,31.0,3.2,992.0,992.0
Books & Reference,3.8,163.0,25904.0,True,0.0,4,Everyone,True,False,False,44.0,44.0,825.0,230.0
Entertainment,4.3,39.0,7232.0,True,0.0,4,Everyone,True,False,False,42.0,9.6,71.0,51.0
Educational,2.4,12.0,9167.0,True,0.0,5,Everyone,False,False,False,19.0,50.0,1562.0,138.0
Entertainment,3.8,177.0,55510.0,True,0.0,4,Everyone,True,False,False,49.0,25.0,274.0,264.0
Tools,5.0,12.0,399.0,True,0.0,4,Everyone,False,False,False,17.0,2.0,434.0,434.0
News & Magazines,4.4,739.0,87966.0,True,0.0,4,Everyone,True,False,False,9.0,8.1,866.0,62.0
Arcade,4.0,124.0,13397.0,True,0.0,4,Everyone,False,False,False,13.0,16.0,694.0,670.0
House & Home,2.2,148.0,13022.0,True,0.0,4,Everyone,False,False,False,8.0,47.0,1296.0,89.0
Entertainment,3.9,77.0,6053.0,True,0.0,4,Mature 17+,True,False,False,31.0,8.4,422.0,421.0
Puzzle,3.8,13.0,3656.0,True,0.0,6,Everyone,True,True,False,33.0,145.0,383.0,88.0
Health & Fitness,5.0,22.0,216.0,True,0.0,6,Teen,False,False,False,48.0,28.0,91.0,13.0
Education,3.9,345.0,110205.0,True,0.0,4,Everyone,True,False,False,17.0,7.0,609.0,543.0
Education,4.8,5.0,327.0,True,0.0,4,Everyone,True,False,False,50.0,19.0,389.0,319.0
Shopping,5.0,7.0,600.0,True,0.0,4,Teen,False,False,False,18.0,6.6,1008.0,985.0
Photography,4.1,309.0,27180.0,True,0.0,1,Everyone,False,False,False,6.0,8.7,3633.0,2636.0
Food & Drink,4.4,16.0,1595.0,True,0.0,4,Everyone,False,False,False,20.0,5.3,651.0,613.0
Entertainment,3.2,261.0,164020.0,True,0.0,4,Everyone,False,False,False,16.0,3.5,945.0,944.0
Puzzle,4.7,127.0,3244.0,True,0.0,4,Everyone,True,True,False,15.0,6.6,1360.0,1360.0
Tools,4.2,130.0,54435.0,True,0.0,2,Everyone,True,True,False,27.0,2.2,1973.0,1857.0
Educational,4.1,32.0,1750.0,False,3.99,2,Everyone,False,False,False,30.0,27.0,3128.0,1764.0
Arcade,3.6,9.0,4359.0,True,0.0,4,Everyone,True,False,False,21.0,26.0,1447.0,969.0
Entertainment,3.4,10.0,3253.0,True,0.0,4,Everyone,True,False,False,41.0,11.0,105.0,105.0
Lifestyle,4.5,2090.0,151275.0,True,0.0,4,Everyone,True,False,False,36.0,13.0,794.0,445.0
Tools,3.8,16.0,4566.0,True,0.0,4,Everyone,True,False,False,16.0,7.3,1247.0,631.0
Communication,4.8,19.0,7520.0,True,0.0,4,Everyone,True,False,False,18.0,3.1,1723.0,975.0
Arcade,5.0,29.0,94.0,True,0.0,4,Everyone,False,False,False,9.0,40.0,1105.0,1103.0
Education,4.4,930.0,398956.0,True,0.0,4,Everyone,True,False,False,46.0,33.0,1411.0,14.0
Education,5.0,21.0,284.0,True,0.0,4,Everyone,False,False,False,24.0,37.0,839.0,4.0
Tools,3.6,7.0,2416.0,True,0.0,5,Everyone,False,False,False,8.0,4.6,1139.0,1110.0
Music & Audio,3.7,54.0,9193.0,True,0.0,2,Everyone,False,False,False,27.0,0.74609375,3148.0,3113.0
Communication,3.2,27.0,3630.0,True,0.0,4,Everyone,False,False,False,19.0,3.1,1793.0,412.0
Music & Audio,3.8,15.0,2441.0,True,0.0,4,Everyone,False,False,False,12.0,1.6,3083.0,1542.0
Travel & Local,2.1,88.0,25366.0,True,0.0,4,Everyone,False,False,False,35.0,7.9,1240.0,888.0
Food & Drink,4.3,6.0,772.0,True,0.0,4,Teen,True,False,False,42.0,9.2,440.0,439.0
Finance,4.0,5.0,473.0,True,0.0,4,Everyone,True,False,False,25.0,2.7,1064.0,1064.0
Finance,3.2,56.0,10976.0,True,0.0,4,Everyone,True,False,False,27.0,2.8,3211.0,1576.0
Tools,2.7,9.0,2216.0,True,0.0,4,Everyone,False,False,False,15.0,0.8154296875,1981.0,1981.0
Education,3.1,324.0,45559.0,True,0.0,4,Everyone,True,False,False,22.0,3.7,1190.0,305.0
Photography,3.7,218.0,74324.0,True,0.0,4,Everyone,True,False,False,44.0,11.0,608.0,116.0
Puzzle,5.0,8.0,93.0,True,0.0,4,Everyone,False,False,False,13.0,22.0,1995.0,1324.0
Entertainment,4.1,38.0,6880.0,True,0.0,4,Everyone,True,False,False,16.0,10.0,745.0,438.0
Books & Reference,4.0,55.0,7214.0,True,0.0,5,Everyone,True,False,False,32.0,27.0,500.0,93.0
Simulation,3.9,39240.0,5568241.0,True,0.0,4,Everyone,True,False,False,14.0,68.0,1765.0,117.0
Education,4.8,47.0,10159.0,True,0.0,4,Everyone,False,False,False,7.0,1.5,1085.0,1085.0
Lifestyle,4.9,16.0,2615.0,True,0.0,4,Everyone,True,False,False,17.0,2.8,1585.0,285.0
Communication,4.3,3097.0,1162548.0,True,0.0,4,Everyone,True,True,False,38.0,11.0,340.0,140.0
Tools,4.1,126.0,17381.0,True,0.0,5,Everyone,True,False,False,45.0,8.2,471.0,453.0
Tools,4.0,222.0,8787.0,False,3.49,2,Everyone,False,False,False,12.0,5.2,2984.0,1400.0
Education,3.4,5.0,526.0,True,0.0,4,Everyone,True,False,False,31.0,2.4,943.0,684.0
Casual,3.7,109.0,12128.0,True,0.0,2,Everyone,True,True,False,30.0,10.0,2596.0,1828.0
Personalization,4.9,330.0,21896.0,True,0.0,4,Everyone,True,False,False,23.0,3.3,482.0,270.0
Education,4.5,10.0,625.0,True,0.0,5,Everyone,False,False,False,24.0,40.0,398.0,235.0
Education,4.0,5436.0,1939595.0,True,0.0,5,Everyone,True,False,False,48.0,86.0,1849.0,22.0
Food & Drink,5.0,7.0,313.0,True,0.0,4,Everyone,False,False,False,17.0,17.0,1066.0,842.0
Business,4.8,5.0,1880.0,True,0.0,5,Everyone,True,False,False,10.0,88.0,2527.0,453.0
Personalization,5.0,38.0,469.0,False,1.49,5,Everyone,False,False,False,10.0,91.0,278.0,23.0
Auto & Vehicles,2.0,15.0,6892.0,True,0.0,5,Everyone,False,False,False,15.0,10.0,1491.0,256.0
Entertainment,3.2,13.0,5861.0,True,0.0,4,Teen,True,False,False,25.0,3.6,1287.0,389.0
Productivity,2.9,100.0,17335.0,True,0.0,4,Everyone,False,False,False,24.0,29.0,2311.0,40.0
Entertainment,2.2,11.0,2332.0,True,0.0,4,Mature 17+,True,False,False,17.0,7.0,1653.0,1653.0
Puzzle,4.5,19.0,13740.0,True,0.0,4,Everyone,True,True,False,28.0,24.0,1117.0,1085.0
Shopping,5.0,5.0,64.0,True,0.0,4,Everyone,False,False,False,8.0,2.3,548.0,544.0
Books & Reference,4.1,110.0,17175.0,True,0.0,2,Mature 17+,True,False,False,19.0,1.5,2279.0,2279.0
Card,4.0,29.0,1767.0,True,0.0,4,Everyone,True,True,False,23.0,22.0,1103.0,101.0
Business,2.7,11.0,2264.0,True,0.0,6,Everyone,False,False,False,14.0,5.2,608.0,393.0
Health & Fitness,5.0,13.0,114.0,True,0.0,4,Teen,True,False,False,45.0,38.0,282.0,275.0
Education,4.4,14.0,1935.0,True,0.0,4,Everyone,True,False,False,21.0,4.4,978.0,350.0
Photography,4.1,1468.0,506912.0,True,0.0,2,Everyone,False,False,False,29.0,14.0,1762.0,1761.0
News & Magazines,4.8,104.0,4288.0,True,0.0,4,Mature 17+,False,False,False,9.0,11.0,670.0,437.0
Lifestyle,1.5,23.0,878.0,True,0.0,4,Everyone,False,False,False,7.0,1.9,1791.0,1366.0
Productivity,2.2,10.0,2065.0,True,0.0,4,Everyone,True,False,False,17.0,23.0,936.0,918.0
Education,3.6,170.0,47130.0,True,0.0,4,Everyone,True,False,False,25.0,5.1,890.0,825.0
Personalization,4.0,176.0,10676.0,True,0.0,4,Everyone,False,False,False,28.0,1.8,2661.0,774.0
Puzzle,4.8,26.0,2412.0,True,0.0,5,Everyone,True,True,False,30.0,66.0,149.0,77.0
Entertainment,2.0,197.0,159078.0,True,0.0,2,Mature 17+,True,False,False,17.0,3.1,2155.0,2155.0
Travel & Local,5.0,10.0,238.0,True,0.0,4,Everyone,False,False,False,14.0,34.0,130.0,129.0
Sports,4.5,8.0,318.0,True,0.0,4,Everyone,True,True,False,41.0,8.6,552.0,462.0
Tools,3.9,38.0,8631.0,True,0.0,4,Teen,True,False,False,9.0,13.0,557.0,25.0
Books & Reference,4.6,18.0,11223.0,True,0.0,4,Everyone,True,False,False,18.0,4.4,2255.0,582.0
Food & Drink,4.9,168.0,8904.0,True,0.0,4,Everyone,False,False,False,14.0,23.0,1344.0,33.0
Entertainment,4.2,34.0,1817.0,True,0.0,3,Everyone,False,False,False,16.0,1.5,1867.0,1867.0
Education,5.0,5.0,1743.0,True,0.0,4,Everyone,False,False,False,28.0,9.4,1480.0,1035.0
Education,5.0,29.0,957.0,True,0.0,4,Everyone,True,False,False,17.0,22.0,960.0,955.0
Tools,3.7,21330.0,2838186.0,True,0.0,4,Everyone,False,False,False,49.0,0.392578125,2647.0,2477.0
Shopping,3.2,103.0,24624.0,True,0.0,2,Everyone,True,False,False,16.0,2.5,3938.0,445.0
Productivity,4.4,90.0,4293.0,True,0.0,5,Everyone,False,False,False,21.0,6.7,526.0,136.0
Personalization,4.0,13.0,6653.0,True,0.0,4,Everyone,False,False,False,16.0,4.5,769.0,459.0
News & Magazines,4.4,9.0,467.0,True,0.0,4,Everyone,True,False,False,44.0,7.0,69.0,41.0
Action,3.7,161.0,46979.0,True,0.0,4,Everyone,True,True,False,29.0,54.0,518.0,495.0
Books & Reference,4.5,191.0,54801.0,True,0.0,4,Everyone,True,False,False,33.0,7.1,545.0,545.0
Finance,2.4,262.0,52911.0,True,0.0,5,Everyone,False,False,False,13.0,23.0,3178.0,96.0
Medical,4.4,44.0,11632.0,True,0.0,5,Everyone,False,True,False,30.0,8.9,1099.0,175.0
Health & Fitness,5.0,9.0,595.0,True,0.0,4,Everyone,True,False,False,46.0,9.2,399.0,399.0
Personalization,4.3,520.0,134536.0,True,0.0,5,Everyone,True,False,False,50.0,6.8,252.0,251.0
Entertainment,4.2,73.0,10135.0,True,0.0,5,Everyone,True,False,False,20.0,34.0,421.0,57.0
News & Magazines,4.4,2784.0,351656.0,True,0.0,2,Everyone,True,False,False,25.0,2.9,3423.0,2070.0
Arcade,3.0,10.0,440.0,True,0.0,4,Everyone,False,False,False,16.0,25.0,2943.0,1107.0
Tools,4.1,45.0,13789.0,True,0.0,4,Everyone,True,False,False,38.0,10.0,382.0,23.0
Books & Reference,3.1,285.0,78387.0,True,0.0,4,Everyone,True,False,False,25.0,23.0,1334.0,1333.0
Trivia,4.0,145.0,18727.0,True,0.0,5,Everyone,True,False,False,47.0,41.0,238.0,76.0
Social,4.4,7.0,232.0,True,0.0,5,Teen,False,False,False,7.0,13.0,1300.0,1245.0
Simulation,3.5,561.0,174451.0,True,0.0,4,Everyone,True,True,False,40.0,45.0,270.0,270.0
Dating,3.3,10.0,3537.0,True,0.0,4,Mature 17+,True,False,False,41.0,9.0,49.0,49.0
Education,2.7,7.0,1034.0,True,0.0,4,Everyone,True,False,False,18.0,3.6,759.0,203.0
Personalization,4.2,8.0,760.0,True,0.0,2,Everyone,True,False,False,25.0,2.8,2514.0,2413.0
Sports,3.5,11.0,458.0,True,0.0,4,Everyone,True,False,False,12.0,39.0,1002.0,615.0
Music & Audio,3.1,10.0,3480.0,True,0.0,4,Teen,True,False,False,27.0,7.2,673.0,673.0
Personalization,3.9,1270.0,790628.0,True,0.0,4,Everyone,True,False,False,22.0,14.0,2262.0,129.0
Entertainment,4.9,17.0,1515.0,True,0.0,4,Everyone,True,False,False,18.0,10.0,1385.0,1105.0
Social,3.3,239.0,58775.0,True,0.0,4,Everyone,True,False,False,18.0,14.0,1213.0,410.0
Business,4.2,472.0,245503.0,True,0.0,5,Everyone,False,False,False,20.0,23.0,400.0,16.0
Personalization,4.9,16.0,756.0,True,0.0,4,Everyone,True,False,False,45.0,11.0,395.0,68.0
Puzzle,4.9,79.0,1468.0,True,0.0,4,Everyone,True,False,False,26.0,50.0,1392.0,1112.0
Adventure,4.5,110.0,7562.0,True,0.0,4,Teen,False,True,False,44.0,86.0,866.0,759.0
Education,5.0,6.0,31.0,True,0.0,4,Everyone,False,False,False,9.0,6.5,1554.0,1098.0
Shopping,4.5,862.0,66472.0,True,0.0,5,Teen,False,False,False,14.0,5.5,2062.0,161.0
