Category,Rating,Rating Count,Installs,Free,Price,Minimum Android,Content Rating,Ad Supported,In App Purchases,Editors Choice,Name Length,Size in MB,App Age,Last Update Age
Personalization,4.6,20.0,2696.0,True,0.0,4,Everyone,True,False,False,32.0,13.0,870.0,62.0
Puzzle,5.0,6.0,40.0,True,0.0,4,Everyone,False,False,False,13.0,44.0,580.0,576.0
Adventure,3.7,105.0,3574.0,True,0.0,4,Teen,True,False,False,10.0,85.0,493.0,493.0
Food & Drink,4.7,20.0,3543.0,True,0.0,4,Everyone,False,False,False,21.0,21.0,1372.0,29.0
Personalization,3.9,27.0,1261.0,True,0.0,4,Everyone,False,True,False,49.0,7.1,291.0,259.0
Education,3.3,47.0,5843.0,True,0.0,4,Everyone,True,False,False,21.0,7.7,502.0,502.0
Arcade,4.2,29.0,3212.0,True,0.0,4,Everyone,True,True,False,11.0,28.0,1854.0,894.0
Arcade,4.0,9.0,2421.0,True,0.0,4,Everyone,True,False,False,14.0,16.0,549.0,443.0
Lifestyle,4.8,2989.0,147910.0,True,0.0,8,Everyone,False,True,False,50.0,16.0,2951.0,80.0
Casual,4.6,14.0,62527.0,True,0.0,4,Everyone,True,False,False,20.0,12.0,1314.0,1314.0
Education,4.0,431.0,81724.0,True,0.0,4,Everyone,True,False,False,45.0,4.9,458.0,324.0
Action,4.1,44730.0,6366178.0,True,0.0,5,Teen,True,False,False,28.0,64.0,2474.0,173.0
Music & Audio,4.0,12.0,2752.0,True,0.0,4,Everyone,True,False,False,21.0,3.5,591.0,590.0
Education,4.2,65.0,18787.0,True,0.0,2,Everyone,True,False,False,30.0,11.0,1692.0,1635.0
Health & Fitness,4.8,49.0,7438.0,True,0.0,2,Everyone,True,False,False,29.0,3.6,3032.0,2988.0
Communication,3.9,11.0,2083.0,True,0.0,4,Everyone,False,False,False,12.0,13.0,1616.0,106.0
Travel & Local,1.6,8.0,516.0,False,1.99,4,Everyone,False,False,False,18.0,34.0,1852.0,182.0
Business,4.3,26.0,1851.0,True,0.0,4,Everyone,False,False,False,12.0,9.8,950.0,50.0
Sports,4.7,27.0,2701.0,True,0.0,4,Everyone,True,False,False,27.0,4.1,1101.0,1100.0
House & Home,3.7,6.0,1000.0,True,0.0,5,Everyone,True,False,False,50.0,22.0,474.0,474.0
Business,4.0,5.0,450.0,True,0.0,4,Everyone,False,False,False,32.0,6.9,356.0,258.0
Education,3.8,8.0,1749.0,True,0.0,4,Everyone,True,False,False,31.0,8.3,1419.0,223.0
Finance,3.5,42736.0,2687074.0,True,0.0,5,Everyone,False,False,False,30.0,45.0,2085.0,1.0
Education,3.5,6.0,1980.0,True,0.0,5,Everyone,False,False,False,23.0,6.2,1530.0,29.0
Tools,4.0,37.0,14642.0,True,0.0,2,Everyone,False,False,False,12.0,0.2548828125,2366.0,2365.0
Casual,4.6,28.0,447.0,True,0.0,2,Everyone,True,True,False,11.0,24.0,2613.0,2378.0
Music & Audio,4.0,171.0,36458.0,True,0.0,4,Everyone,True,False,False,17.0,8.9,622.0,203.0
Books & Reference,4.7,265.0,35593.0,True,0.0,4,Everyone,True,False,False,21.0,4.4,1198.0,997.0
Education,4.3,20.0,8503.0,True,0.0,4,Everyone,True,False,False,49.0,4.5,428.0,279.0
Weather,3.8,1199.0,1318461.0,True,0.0,5,Everyone 10+,True,True,False,45.0,99.0,923.0,174.0
Simulation,4.0,215.0,34532.0,True,0.0,4,Everyone,True,False,False,15.0,8.3,1480.0,810.0
Tools,3.7,189.0,42175.0,True,0.0,4,Teen,True,False,False,49.0,2.9,1419.0,1146.0
Arcade,4.0,45.0,12383.0,True,0.0,4,Teen,True,True,False,5.0,34.0,1303.0,1027.0
Puzzle,4.9,17.0,119.0,True,0.0,4,Everyone,True,True,False,18.0,32.0,1012.0,1008.0
Books & Reference,4.7,32.0,10055.0,True,0.0,4,Everyone,True,False,False,39.0,4.1,357.0,174.0
Entertainment,3.7,61.0,4817.0,True,0.0,4,Everyone,True,False,False,23.0,25.0,199.0,19.0
Business,3.1,69.0,15601.0,True,0.0,6,Everyone,False,False,False,8.0,21.0,1734.0,126.0
Personalization,3.7,114.0,109144.0,True,0.0,4,Everyone,True,False,False,12.0,32.0,1577.0,577.0
Books & Reference,4.6,57.0,8946.0,True,0.0,4,Everyone,True,True,False,33.0,37.0,1989.0,12.0
Tools,4.1,5174.0,208765.0,True,0.0,5,Everyone,True,True,False,11.0,6.2,795.0,50.0
Books & Reference,4.7,5895.0,120667.0,True,0.0,4,Everyone,True,False,False,20.0,7.1,1066.0,704.0
Lifestyle,4.9,7.0,194.0,True,0.0,5,Everyone,False,False,False,10.0,61.0,1041.0,59.0
Productivity,5.0,100.0,1986.0,True,0.0,5,Everyone,True,False,False,10.0,12.0,356.0,120.0
Adventure,4.0,6.0,2502.0,True,0.0,4,Everyone,True,False,False,10.0,21.0,90.0,90.0
Entertainment,3.5,29.0,23552.0,True,0.0,4,Everyone,True,False,False,19.0,8.2,714.0,330.0
Education,4.3,209.0,292763.0,True,0.0,4,Everyone,True,True,False,28.0,69.0,1798.0,607.0
Productivity,4.1,8.0,407.0,True,0.0,4,Everyone,False,True,False,8.0,1.1,2085.0,1240.0
Business,3.9,2330.0,451896.0,True,0.0,5,Mature 17+,False,False,False,13.0,31.0,387.0,15.0
Books & Reference,4.6,35.0,5683.0,True,0.0,4,Everyone,True,False,False,35.0,3.6,542.0,541.0
Finance,4.0,8.0,573.0,True,0.0,5,Everyone,False,False,False,12.0,5.7,396.0,131.0
Business,2.0,19.0,8596.0,True,0.0,4,Everyone,False,False,False,21.0,11.0,2333.0,333.0
Action,4.8,361.0,4299.0,True,0.0,4,Everyone,True,False,False,21.0,35.0,66.0,25.0
Photography,3.4,53.0,29286.0,True,0.0,4,Everyone,True,False,False,45.0,7.8,846.0,200.0
Card,4.2,19095.0,7514544.0,True,0.0,5,Teen,True,False,False,49.0,35.0,1013.0,77.0
Tools,4.0,5.0,1667.0,True,0.0,4,Everyone,True,False,False,42.0,11.0,93.0,93.0
Books & Reference,4.9,85.0,4208.0,True,0.0,2,Everyone,True,False,False,13.0,5.0,1404.0,1404.0
Maps & Navigation,4.5,13.0,4688.0,True,0.0,2,Everyone,True,False,False,11.0,3.4,2113.0,2097.0
Productivity,3.9,19.0,669.0,True,0.0,4,Everyone,False,False,False,26.0,6.6,1467.0,539.0
Simulation,3.9,506.0,158872.0,True,0.0,4,Everyone,True,False,False,16.0,57.0,2049.0,53.0
Books & Reference,4.4,909.0,21214.0,True,0.0,4,Everyone,True,False,False,28.0,6.4,359.0,330.0
Personalization,4.2,13.0,1651.0,True,0.0,4,Teen,True,False,False,16.0,4.3,805.0,804.0
Lifestyle,4.5,6.0,1508.0,True,0.0,4,Everyone,True,False,False,15.0,12.0,2266.0,436.0
Lifestyle,3.9,172.0,28991.0,True,0.0,5,Teen,True,False,False,20.0,26.0,1624.0,131.0
Puzzle,4.1,12763.0,663280.0,True,0.0,4,Everyone,True,True,True,10.0,95.0,1418.0,361.0
Education,4.3,348.0,71050.0,True,0.0,4,Everyone,False,False,False,14.0,7.0,426.0,78.0
Travel & Local,4.7,80.0,20625.0,True,0.0,4,Everyone,True,False,False,12.0,9.9,1351.0,977.0
Entertainment,3.0,129.0,15626.0,True,0.0,4,Everyone,False,False,False,15.0,9.5,196.0,195.0
Photography,5.0,18.0,129.0,True,0.0,4,Everyone,True,False,False,24.0,7.0,563.0,563.0
Communication,2.9,2511.0,549206.0,True,0.0,8,Everyone,True,True,False,35.0,11.0,1062.0,5.0
Education,4.2,98.0,9016.0,True,0.0,6,Everyone,False,False,False,14.0,3.5,2436.0,893.0
Productivity,3.4,11.0,5766.0,True,0.0,4,Everyone,True,False,False,25.0,3.1,1009.0,1009.0
Entertainment,4.1,7.0,538.0,True,0.0,4,Everyone,True,False,False,14.0,3.9,269.0,202.0
Music,3.8,217.0,27141.0,True,0.0,4,Teen,True,False,False,31.0,14.0,363.0,296.0
Food & Drink,4.4,34.0,2489.0,True,0.0,4,Everyone,False,False,False,8.0,12.0,652.0,106.0
Action,4.2,1961.0,197767.0,True,0.0,5,Teen,True,False,False,13.0,40.0,951.0,739.0
Entertainment,3.8,25.0,13667.0,True,0.0,4,Everyone,True,False,False,43.0,8.4,422.0,78.0
Education,5.0,5.0,223.0,True,0.0,4,Everyone,False,False,False,19.0,14.0,371.0,18.0
Social,5.0,9.0,29.0,True,0.0,5,Teen,False,False,False,13.0,28.0,141.0,129.0
Education,4.6,5.0,836.0,True,0.0,4,Everyone,True,False,False,45.0,5.6,170.0,169.0
Social,4.3,13.0,500.0,True,0.0,4,Everyone,False,False,False,49.0,2.3,868.0,868.0
Racing,3.1,277.0,263383.0,True,0.0,4,Everyone,True,True,False,49.0,49.0,1179.0,757.0
Travel & Local,4.4,10.0,3384.0,True,0.0,4,Everyone,False,False,False,16.0,17.0,2183.0,694.0
Action,3.6,1399.0,320916.0,True,0.0,4,Teen,True,False,False,24.0,55.0,1484.0,1434.0
Music & Audio,4.5,1896.0,123581.0,True,0.0,4,Everyone,True,False,False,37.0,11.0,413.0,135.0
Business,4.0,6.0,1700.0,True,0.0,4,Everyone,False,False,False,13.0,1.7,2500.0,819.0
Personalization,4.3,792.0,109062.0,True,0.0,4,Everyone,True,False,False,16.0,3.7,2800.0,412.0
Travel & Local,4.1,7.0,1383.0,True,0.0,4,Everyone,False,False,False,13.0,32.0,1099.0,27.0
Health & Fitness,4.4,64.0,21598.0,True,0.0,4,Everyone,False,True,False,24.0,11.0,1664.0,1449.0
Food & Drink,4.2,48.0,4322.0,True,0.0,5,Everyone,False,False,False,32.0,7.1,326.0,219.0
Health & Fitness,2.8,27.0,8008.0,True,0.0,4,Everyone,False,False,False,16.0,77.0,889.0,53.0
Education,4.9,54.0,590.0,True,0.0,4,Everyone,False,False,False,22.0,38.0,372.0,4.0
Tools,4.3,71.0,22891.0,True,0.0,4,Everyone,False,False,False,15.0,0.5283203125,2910.0,607.0
Dating,3.9,2560.0,241930.0,True,0.0,4,Mature 17+,True,False,False,35.0,7.5,391.0,391.0
Social,4.6,801.0,146803.0,True,0.0,4,Mature 17+,False,True,False,24.0,53.0,133.0,26.0
Social,5.0,5.0,90.0,True,0.0,4,Everyone,False,False,False,5.0,5.8,1022.0,713.0
Business,5.0,10.0,822.0,True,0.0,5,Everyone,False,False,False,9.0,55.0,552.0,146.0
Books & Reference,4.8,30.0,6915.0,True,0.0,2,Everyone,True,False,False,10.0,10.0,1420.0,578.0
Video Players & Editors,4.1,14.0,2318.0,True,0.0,4,Everyone,True,False,False,28.0,18.0,1581.0,1580.0
Personalization,5.0,16.0,56.0,True,0.0,5,Everyone,True,False,False,43.0,3.9,459.0,459.0
Medical,5.0,9.0,79.0,True,0.0,4,Everyone,False,False,False,18.0,10.0,185.0,105.0
Music & Audio,4.9,799.0,9589.0,True,0.0,4,Everyone,False,False,False,20.0,4.5,1009.0,953.0
Strategy,4.1,9.0,77.0,True,0.0,4,Everyone,True,False,False,14.0,35.0,1979.0,823.0
Education,4.2,48.0,5966.0,True,0.0,4,Everyone,True,False,False,14.0,4.5,2316.0,258.0
Entertainment,4.2,17.0,34770.0,True,0.0,4,Everyone,True,False,False,24.0,8.8,904.0,594.0
Music & Audio,5.0,5.0,204.0,True,0.0,5,Everyone,True,False,False,15.0,5.6,530.0,530.0
Food & Drink,4.5,15.0,752.0,True,0.0,4,Everyone,False,False,False,12.0,5.5,1418.0,319.0
Casual,4.3,12.0,536.0,True,0.0,4,Everyone,True,True,False,21.0,32.0,64.0,48.0
Education,3.2,8.0,2818.0,True,0.0,4,Everyone,False,False,False,23.0,17.0,137.0,10.0
Casual,4.1,1320.0,499347.0,True,0.0,4,Teen,True,False,False,39.0,43.0,1278.0,62.0
Tools,3.7,107.0,27478.0,True,0.0,1,Everyone,False,False,False,25.0,0.2548828125,4074.0,4029.0
Casual,3.5,124.0,140399.0,True,0.0,4,Everyone,False,False,False,37.0,25.0,506.0,503.0
Education,3.7,6.0,274.0,True,0.0,6,Everyone,False,False,False,18.0,53.0,1205.0,44.0
Auto & Vehicles,2.8,16.0,4817.0,True,0.0,4,Everyone,False,False,False,13.0,3.9,1036.0,578.0
Casino,4.1,79.0,36662.0,True,0.0,4,Teen,True,False,False,24.0,43.0,693.0,455.0
Education,4.7,6.0,1552.0,True,0.0,4,Everyone,True,False,False,35.0,21.0,399.0,399.0
Entertainment,3.2,591.0,240313.0,True,0.0,4,Everyone,True,False,False,27.0,5.3,1486.0,1486.0
Entertainment,3.7,41.0,5736.0,True,0.0,5,Everyone,False,False,False,9.0,31.0,80.0,16.0
Photography,2.1,10.0,2819.0,True,0.0,4,Everyone,False,False,False,23.0,4.1,2254.0,2155.0
Books & Reference,3.2,47.0,9210.0,True,0.0,4,Everyone,False,False,False,28.0,44.0,2105.0,993.0
Music & Audio,4.7,1627.0,221006.0,True,0.0,4,Everyone,True,False,False,29.0,100.0,1718.0,7.0
Lifestyle,2.8,27.0,1759.0,True,0.0,4,Everyone,False,False,False,12.0,29.0,565.0,400.0
Music & Audio,2.2,5.0,3522.0,True,0.0,2,Everyone,False,False,False,11.0,7.2,1996.0,1995.0
Art & Design,4.2,5.0,1687.0,True,0.0,4,Everyone,True,False,False,50.0,9.0,763.0,762.0
Dating,4.4,81.0,7685.0,True,0.0,4,Mature 17+,True,False,False,47.0,8.1,598.0,597.0
Card,2.8,18.0,3361.0,True,0.0,4,Everyone,True,True,False,18.0,39.0,458.0,197.0
Education,3.5,6.0,642.0,False,3.99,5,Everyone,False,False,False,21.0,18.0,490.0,490.0
Music & Audio,5.0,6.0,248.0,True,0.0,5,Everyone,False,False,False,16.0,9.0,446.0,103.0
Music & Audio,3.4,9.0,3670.0,True,0.0,4,Teen,True,False,False,24.0,16.0,1315.0,283.0
Maps & Navigation,4.7,181.0,13721.0,True,0.0,5,Everyone,False,False,False,17.0,9.7,1482.0,42.0
Lifestyle,4.2,13.0,5997.0,True,0.0,2,Everyone,True,False,False,23.0,3.5,2337.0,2336.0
Lifestyle,4.4,136.0,32420.0,True,0.0,5,Everyone,True,False,False,16.0,13.0,1570.0,255.0
Adventure,5.0,10.0,55.0,True,0.0,4,Teen,True,False,False,17.0,47.0,663.0,650.0
Shopping,3.1,270.0,59144.0,True,0.0,5,Everyone,False,False,False,9.0,34.0,1072.0,19.0
Health & Fitness,4.6,2878.0,253285.0,True,0.0,4,Everyone,True,False,False,20.0,7.7,1134.0,50.0
Health & Fitness,4.0,57.0,13455.0,True,0.0,4,Everyone,False,False,False,37.0,3.8,65.0,64.0
Entertainment,4.8,15.0,676.0,True,0.0,5,Everyone,False,False,False,18.0,40.0,603.0,603.0
Photography,1.7,6.0,4149.0,True,0.0,4,Everyone,True,False,False,25.0,28.0,1110.0,521.0
Food & Drink,4.2,19.0,1580.0,True,0.0,4,Everyone,False,False,False,9.0,4.7,1233.0,1113.0
Music & Audio,4.3,251.0,22699.0,True,0.0,4,Everyone,True,False,False,29.0,75.0,251.0,250.0
Books & Reference,4.6,360.0,42344.0,True,0.0,2,Everyone,True,False,False,26.0,6.8,1935.0,1935.0
Books & Reference,4.2,174.0,43816.0,True,0.0,4,Everyone 10+,True,False,False,27.0,3.9,2336.0,670.0
Tools,3.9,7.0,1418.0,True,0.0,4,Everyone,True,False,False,29.0,9.3,141.0,141.0
Education,4.4,12.0,1544.0,True,0.0,4,Everyone,False,False,False,21.0,43.0,1159.0,434.0
Health & Fitness,4.8,489.0,45389.0,True,0.0,4,Everyone,True,False,False,19.0,7.8,340.0,14.0
Role Playing,4.2,152.0,18364.0,True,0.0,5,Mature 17+,False,True,False,29.0,156.0,453.0,140.0
Books & Reference,4.2,33.0,9793.0,True,0.0,4,Everyone,True,False,False,26.0,5.5,2088.0,966.0
Productivity,3.6,415.0,74576.0,True,0.0,4,Everyone,True,True,False,49.0,13.0,1299.0,355.0
News & Magazines,3.4,7.0,2506.0,True,0.0,4,Everyone,True,False,False,39.0,3.5,1399.0,1399.0
Sports,4.1,28.0,4057.0,True,0.0,5,Mature 17+,False,False,False,32.0,39.0,566.0,7.0
Social,4.9,2867.0,16530.0,True,0.0,5,Teen,True,False,False,17.0,9.5,458.0,6.0
Arcade,4.8,90.0,3392.0,True,0.0,4,Everyone,False,False,False,12.0,11.0,1034.0,1024.0
Shopping,4.4,7.0,119.0,True,0.0,4,Everyone,False,False,False,12.0,1.8,555.0,558.0
Action,3.6,7.0,201.0,True,0.0,4,Everyone,True,True,False,13.0,38.0,2545.0,1300.0
Finance,4.3,59.0,19671.0,True,0.0,5,Everyone,True,False,False,19.0,16.0,2547.0,195.0
Education,1.4,5.0,3391.0,True,0.0,4,Everyone,False,True,False,36.0,3.4,858.0,833.0
Educational,4.2,1202.0,319312.0,True,0.0,2,Everyone,True,False,False,23.0,14.0,1901.0,1901.0
Puzzle,4.0,259.0,49254.0,True,0.0,5,Everyone,False,True,False,31.0,109.0,162.0,162.0
Business,3.4,13.0,5656.0,True,0.0,4,Everyone,True,True,False,28.0,6.7,1468.0,1353.0
Productivity,2.6,5.0,1257.0,True,0.0,4,Everyone,False,False,False,15.0,4.7,2015.0,2015.0
Travel & Local,4.7,207.0,7028.0,True,0.0,4,Everyone,False,False,False,39.0,14.0,213.0,5.0
Books & Reference,4.6,67.0,22148.0,True,0.0,4,Everyone,True,False,False,24.0,13.0,1741.0,327.0
Action,3.7,22.0,9254.0,True,0.0,4,Mature 17+,True,False,False,50.0,38.0,725.0,725.0
Personalization,4.5,409.0,49709.0,True,0.0,2,Everyone,True,False,False,24.0,1.3,3367.0,2826.0
Music & Audio,4.8,26.0,2587.0,True,0.0,4,Everyone,True,False,False,37.0,86.0,573.0,253.0
Music & Audio,5.0,5.0,6391.0,True,0.0,4,Everyone,True,False,False,22.0,7.5,546.0,545.0
Education,4.1,64.0,2963.0,True,0.0,4,Everyone,True,False,False,21.0,9.6,469.0,122.0
Entertainment,3.6,14.0,5116.0,True,0.0,4,Everyone,True,False,False,14.0,7.8,1231.0,696.0
News & Magazines,4.3,1774.0,174452.0,True,0.0,4,Teen,True,False,False,21.0,4.7,2605.0,516.0
Adventure,4.2,216.0,33314.0,True,0.0,4,Everyone,True,False,False,34.0,19.0,641.0,316.0
Card,4.3,39.0,2015.0,True,0.0,5,Everyone,True,False,False,14.0,7.1,461.0,216.0
Education,3.7,207.0,5164.0,True,0.0,4,Everyone,True,False,False,7.0,3.2,3214.0,883.0
Finance,4.2,85.0,22781.0,True,0.0,4,Everyone,True,False,False,21.0,5.2,732.0,599.0
Travel & Local,3.4,62.0,7949.0,True,0.0,4,Everyone,False,False,False,9.0,6.2,517.0,61.0
Education,4.9,363.0,58868.0,True,0.0,4,Everyone,False,False,False,24.0,4.5,676.0,676.0
Medical,5.0,5.0,268.0,True,0.0,4,Everyone,False,False,False,15.0,5.3,1007.0,941.0
Arcade,5.0,8.0,52.0,True,0.0,4,Everyone,True,False,False,14.0,15.0,371.0,357.0
Music & Audio,3.9,11326.0,1241708.0,True,0.0,5,Everyone,True,False,False,48.0,15.0,1193.0,629.0
Tools,2.8,11.0,2704.0,True,0.0,4,Everyone,True,False,False,44.0,8.5,904.0,904.0
Travel & Local,4.6,20.0,377.0,True,0.0,4,Everyone,False,False,False,27.0,18.0,2198.0,1812.0
Auto & Vehicles,3.5,18.0,6975.0,True,0.0,4,Everyone,False,False,False,10.0,7.1,973.0,816.0
Educational,5.0,5.0,3729.0,True,0.0,4,Everyone,True,True,False,15.0,158.0,616.0,25.0
Education,4.0,166.0,48517.0,True,0.0,2,Everyone,True,False,False,33.0,3.8,763.0,704.0
Photography,4.0,50.0,19627.0,True,0.0,4,Everyone,True,False,False,24.0,21.0,649.0,649.0
Lifestyle,4.6,896.0,70265.0,True,0.0,4,Everyone,False,False,False,5.0,4.4,2391.0,923.0
Dating,3.8,227.0,82888.0,True,0.0,4,Mature 17+,True,False,False,50.0,10.0,520.0,137.0
Education,4.1,116.0,4984.0,True,0.0,5,Everyone,False,False,False,44.0,146.0,803.0,2.0
Travel & Local,3.5,153.0,234165.0,True,0.0,5,Everyone,False,False,False,29.0,3.8,2584.0,390.0
Finance,4.3,197.0,6033.0,True,0.0,4,Everyone,True,False,False,29.0,5.0,1848.0,1108.0
Health & Fitness,3.7,32.0,8122.0,True,0.0,4,Teen,False,False,False,14.0,9.1,1338.0,1105.0
Shopping,3.9,134.0,14629.0,True,0.0,5,Everyone,False,False,False,8.0,5.5,1002.0,41.0
Personalization,4.4,288.0,25197.0,True,0.0,4,Teen,True,False,False,25.0,11.0,3275.0,195.0
Entertainment,3.7,9.0,9437.0,True,0.0,5,Everyone,True,False,False,49.0,5.8,231.0,102.0
Tools,5.0,6.0,181.0,True,0.0,4,Everyone,False,False,False,20.0,18.0,1699.0,1153.0
Education,4.8,5.0,2779.0,True,0.0,2,Everyone,True,False,False,25.0,4.6,1665.0,1665.0
Business,4.2,112555.0,8104938.0,True,0.0,2,Everyone,False,False,False,19.0,1.4,2784.0,2465.0
Arcade,4.0,14.0,1684.0,True,0.0,6,Everyone,True,False,False,24.0,70.0,135.0,135.0
Business,3.5,144.0,27030.0,True,0.0,5,Everyone,False,False,False,11.0,3.6,698.0,260.0
Events,4.1,112.0,40932.0,True,0.0,4,Everyone,True,False,False,26.0,6.5,828.0,99.0
Music & Audio,4.3,176.0,55819.0,True,0.0,4,Everyone,True,False,False,15.0,11.0,2031.0,245.0
Personalization,4.3,53.0,5992.0,True,0.0,3,Everyone,True,False,False,30.0,3.8,2227.0,1838.0
Puzzle,4.3,95.0,6282.0,True,0.0,2,Everyone,True,False,False,32.0,16.0,1168.0,1167.0
Tools,3.8,13.0,1632.0,True,0.0,4,Everyone,False,False,False,10.0,65.0,720.0,249.0
Sports,3.3,2129.0,265685.0,True,0.0,5,Everyone,True,False,False,49.0,11.0,430.0,68.0
Photography,4.4,7.0,2525.0,True,0.0,4,Everyone,True,False,False,33.0,5.1,776.0,38.0
Role Playing,3.4,333.0,103664.0,True,0.0,4,Everyone,True,False,False,28.0,75.0,485.0,390.0
Music & Audio,4.8,44.0,6737.0,True,0.0,4,Everyone,True,False,False,27.0,38.0,614.0,313.0
Entertainment,3.4,87.0,4510.0,True,0.0,5,Everyone,True,False,False,10.0,11.0,229.0,25.0
Travel & Local,5.0,6.0,879.0,True,0.0,4,Everyone,False,False,False,22.0,2.2,1442.0,1414.0
Books & Reference,4.0,177.0,40149.0,True,0.0,4,Everyone,True,False,False,45.0,5.1,322.0,104.0
Communication,3.8,13.0,2386.0,True,0.0,5,Everyone,False,False,False,8.0,61.0,490.0,489.0
Education,3.2,522.0,424070.0,True,0.0,2,Everyone,False,False,False,44.0,1.9,2761.0,2584.0
Books & Reference,4.8,26.0,9573.0,True,0.0,4,Everyone,True,False,False,47.0,8.3,364.0,22.0
Entertainment,4.0,7.0,2405.0,True,0.0,4,Everyone,False,False,False,5.0,18.0,1179.0,1179.0
Personalization,4.0,17.0,3080.0,True,0.0,2,Everyone,True,False,False,35.0,11.0,379.0,378.0
Personalization,4.6,135.0,12710.0,True,0.0,2,Everyone,False,False,False,8.0,0.572265625,2718.0,2718.0
Books & Reference,4.5,1511.0,495639.0,True,0.0,4,Everyone,True,False,False,14.0,4.3,2348.0,233.0
Shopping,4.3,6.0,316.0,True,0.0,4,Everyone,False,False,False,11.0,18.0,2252.0,1371.0
Board,4.9,12.0,4735.0,True,0.0,4,Everyone,True,False,False,24.0,6.0,1689.0,654.0
Personalization,4.7,112.0,1287.0,False,1.99,4,Everyone,False,False,False,35.0,13.0,878.0,270.0
Travel & Local,3.6,37.0,48137.0,True,0.0,5,Everyone,False,False,False,15.0,82.0,594.0,483.0
Music & Audio,4.7,21.0,2013.0,True,0.0,2,Everyone,True,False,False,18.0,4.8,2863.0,1937.0
Books & Reference,4.8,11.0,3419.0,True,0.0,4,Everyone,True,False,False,29.0,2.0,1134.0,1134.0
Racing,4.0,791.0,286908.0,True,0.0,2,Everyone,True,False,False,29.0,22.0,1607.0,25.0
Personalization,4.3,6.0,438.0,True,0.0,4,Everyone,True,False,False,29.0,9.5,153.0,152.0
Tools,3.7,205.0,88706.0,True,0.0,7,Everyone,True,False,False,38.0,2.7,883.0,193.0
Lifestyle,4.9,29.0,957.0,True,0.0,6,Teen,False,False,False,24.0,52.0,2714.0,45.0
News & Magazines,5.0,8.0,248.0,True,0.0,4,Everyone,True,False,False,15.0,5.2,218.0,190.0
Business,4.4,7.0,1100.0,True,0.0,4,Everyone,False,False,False,18.0,33.0,1149.0,104.0
Books & Reference,3.6,7.0,2214.0,True,0.0,4,Everyone,False,False,False,17.0,4.9,1853.0,194.0
Casual,4.8,11.0,20.0,True,0.0,4,Everyone,True,False,False,21.0,13.0,138.0,126.0
Educational,4.5,37.0,2412.0,True,0.0,4,Everyone,True,True,False,17.0,27.0,709.0,402.0
Books & Reference,3.5,11652.0,2018818.0,True,0.0,4,Everyone,False,False,False,33.0,2.3,1630.0,1043.0
Business,4.3,26.0,1753.0,True,0.0,6,Everyone,False,False,False,7.0,1.9,399.0,399.0
Music & Audio,4.0,83.0,40235.0,True,0.0,4,Everyone,True,False,False,24.0,17.0,1692.0,1603.0
Music & Audio,4.7,2855.0,538227.0,True,0.0,4,Everyone,True,False,False,47.0,25.0,3490.0,179.0
Maps & Navigation,4.0,92.0,13397.0,True,0.0,5,Everyone,False,True,False,30.0,64.0,571.0,36.0
Tools,4.7,36.0,3331.0,True,0.0,4,Everyone,True,False,False,4.0,21.0,2208.0,1330.0
Productivity,4.0,98.0,13790.0,True,0.0,4,Everyone,True,True,False,50.0,4.7,2747.0,20.0
Sports,4.2,121.0,4860.0,True,0.0,4,Everyone,True,False,False,24.0,5.8,221.0,216.0
Sports,5.0,10.0,1033.0,True,0.0,4,Everyone,False,False,False,11.0,4.6,1248.0,666.0
Education,3.9,659.0,168026.0,True,0.0,4,Everyone,True,False,False,25.0,7.4,872.0,40.0
Casual,4.3,6.0,216.0,True,0.0,4,Everyone,False,False,False,21.0,22.0,1465.0,1286.0
Music & Audio,4.5,91.0,2892.0,True,0.0,4,Everyone,False,False,False,13.0,30.0,1690.0,949.0
Video Players & Editors,4.5,387.0,32104.0,True,0.0,4,Everyone,True,False,False,48.0,24.0,173.0,42.0
Puzzle,4.9,13.0,62.0,True,0.0,4,Everyone,True,False,False,14.0,42.0,387.0,98.0
Simulation,4.5,604460.0,16530121.0,True,0.0,4,Teen,True,True,False,17.0,85.0,2735.0,1092.0
Adventure,3.7,91.0,18450.0,True,0.0,4,Everyone 10+,True,False,False,27.0,60.0,1891.0,714.0
Entertainment,4.0,110.0,45529.0,True,0.0,5,Everyone,False,False,False,10.0,8.0,445.0,434.0
Music & Audio,4.6,74.0,8469.0,True,0.0,4,Everyone,True,False,False,4.0,47.0,788.0,788.0
Health & Fitness,3.2,36.0,4473.0,True,0.0,4,Everyone,False,False,False,7.0,30.0,672.0,508.0
Health & Fitness,5.0,9.0,139.0,True,0.0,7,Everyone,True,False,False,49.0,6.8,56.0,33.0
Role Playing,4.1,4131.0,248518.0,True,0.0,5,Everyone,False,True,False,24.0,53.0,1203.0,108.0
Education,5.0,8.0,34.0,True,0.0,6,Everyone,True,False,False,39.0,5.3,338.0,201.0
Education,4.3,40.0,26143.0,True,0.0,4,Everyone,True,False,False,27.0,5.3,1518.0,1517.0
Books & Reference,4.8,23.0,254.0,True,0.0,4,Everyone,False,False,False,49.0,2.6,996.0,995.0
Travel & Local,4.3,33.0,4562.0,True,0.0,4,Everyone,True,False,False,49.0,32.0,1492.0,803.0
Sports,4.3,14.0,3851.0,True,0.0,5,Everyone,False,True,False,11.0,54.0,1436.0,216.0
Medical,4.4,14.0,2118.0,True,0.0,4,Teen,False,False,False,10.0,9.9,1259.0,1187.0
